#,track_id,Artist.Name,album_name,Track.Name,Popularity,Length.,explicit,Danceability,Energy,key,Loudness..dB..,mode,Speechiness.,Acousticness..,Liveness,Valence.,tempo,time_signature,Genre,0
84438,4fM2DdT03XruTYZfIvALUv,Os Mutantes,"""Mutantes""",Não Vá Se Perder Por Aí,33,196053,FALSE,0.322,0.925,4,-3.266,1,0.196,0.487,0.34,0.596,169.618,4,psych-rock,0.612264788
74836,4xim7BRG8uhiB8d9xmZb4E,Roupa Nova,Roupacústico 2 (Ao Vivo),Tímida - Ao Vivo,40,245146,FALSE,0.497,0.555,9,-11.706,1,0.0426,0.42,0.926,0.616,78.981,4,mpb,0.406583956
37534,1F950jjYRddZh4gcJDKTYo,MC Hariel,"Chora Agora, Ri Depois",Guindaste,46,162139,TRUE,0.744,0.523,5,-7.926,0,0.276,0.508,0.0947,0.599,143.982,4,funk,0.272860462
103707,65tHfVat89WdgeWoHaPUXU,Elliott Trent,Into the Night,One Friend,57,153027,TRUE,0.682,0.491,2,-8.095,0,0.0431,0.634,0.124,0.324,139.844,4,soul,0.30230021
19141,3VXroe2BrvpJh3O9dTgMWs,Bailey Zimmerman,Finest Country,Never Comin' Home - Live Acoustic,0,198958,FALSE,0.585,0.51,10,-6.028,1,0.0322,0.427,0.0997,0.436,135.24,3,country,0.715330345
108220,7qD044i1ctJDfzVE61E7Nk,Julio Sosa,Varón (Remastered),María - Remastered,23,176933,FALSE,0.313,0.481,7,-13.756,0,0.108,0.951,0.135,0.588,78.33,4,tango,0.210287724
23706,2aKxfUQg9dhvgm7Yt9Lc7Q,Autograf;French Horn Rebellion;Flyboy,Gravity / Dead Soon (Remixes),Gravity (Flyboy Remix feat. French Horn Rebellion & Flyboy),49,211960,FALSE,0.628,0.565,4,-7.702,1,0.0408,0.141,0.106,0.153,120.042,4,deep-house,0.532419731
15400,5izbsJIjDKUrwwnsePlOKO,Shiloh Dynasty;Unclenathannn,Our Remedy,"No I Don't Want, Just Anyone",54,123952,TRUE,0.54,0.373,0,-11.886,1,0.129,0.491,0.191,0.325,133.821,4,chill,0.531523123
107683,5aD8h5Da70hkLVyA5HC5xZ,A Flock Of Seagulls,Pure... Movies,I Ran (So Far Away),25,219480,FALSE,0.529,0.812,9,-6.627,0,0.0354,0.000338,0.194,0.718,145.532,4,synth-pop,0.471299642
111711,6VhlABJh5uaZOpyyi5wute,Bonobo,Dial 'M' for Monkey,Nothing Owed,40,376533,FALSE,0.641,0.414,11,-11.95,0,0.0432,0.362,0.25,0.269,90.007,4,trip-hop,0.609321165
60170,6ftOplJ5oXrn7aqDIvrCwY,Vybz Kartel,Riddim Driven: Shaddowz,Empire Army,26,159813,FALSE,0.826,0.736,1,-7.822,1,0.356,0.289,0.12,0.693,139.854,4,j-dance,0.357013205
14325,6MbN9AzSOib1nZwdk2jmmu,Super Simple Songs,Twinkle Twinkle Little Star & More Kids Songs,Little Snowflake,54,133605,FALSE,0.445,0.154,2,-10.183,1,0.0529,0.966,0.116,0.495,182.867,4,children,0.320612227
18686,76y8psDnlxYcEwaY8YXdyR,Aunty Donna,The Album,Chop Chop - English Version,22,177000,TRUE,0.95,0.787,11,-8.767,1,0.382,0.0991,0.465,0.896,115.042,4,comedy,0.591538309
7359,3wh7YxUoRm1wSpNNi4XYEe,Charlie Parr,Rooster,Wild Bill Jones,27,176920,FALSE,0.653,0.352,7,-11.372,1,0.03,0.962,0.123,0.397,101.341,4,bluegrass,0.647571762
44782,4dZ4iHhsqQAQ4em4abLB6C,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Rise Above This,59,203893,FALSE,0.533,0.83,1,-3.092,1,0.0324,0.011,0.0801,0.249,120.028,4,grunge,0.013388793
77390,0572KbbV9g5j56X5ujG8Ax,Sudario,Esquenta Pagodera do Sudario,Superando Expectativas,45,148149,FALSE,0.596,0.644,11,-5.355,1,0.0635,0.323,0.088,0.86,157.74,4,pagode,0.282709163
112881,2tJ38ncCRX9wamWIHP5pTO,Ajda Pekkan;Ozan Çolakoğlu,Ara Sıcak,Ara Sıcak,37,227571,FALSE,0.748,0.912,7,-3.688,0,0.19,0.0204,0.1,0.338,129.998,4,turkish,0.036756626
65074,5GK7eDDTVz7CTge1wJrDQW,BLACKPINK,Kill This Love,Kill This Love,71,189052,FALSE,0.738,0.861,2,-4.141,1,0.237,0.318,0.325,0.58,131.98,4,k-pop,0.003782635
42529,6TWdRmYYCwdDsza867Grng,Terrorizer,World Downfall (Full Dynamic Range Edition),Injustice,13,86502,FALSE,0.226,0.969,7,-13.505,0,0.0613,5.42E-06,0.148,0.121,144.591,4,grindcore,0.164289583
30790,2iL0W5qi0ivZ9WRXbZ74cS,Martin Garrix;Bono;The Edge,We Are The People (feat. Bono & The Edge) [Official UEFA EURO 2020 Song],We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,66,217000,FALSE,0.66,0.733,0,-4.619,1,0.0359,0.248,0.17,0.304,119.933,4,edm,0.608159257
72364,2Pf0u0mhGSxayM79Vy4LoT,Of Virtue,Sinner,Sinner,54,193738,TRUE,0.579,0.773,5,-4.036,0,0.0318,0.000781,0.41,0.533,90.978,4,metalcore,0.192453294
105764,4NQvsvvX5UFFXZpXj9hkvA,Justnormal,Seasonal Expression,Dark Wood,31,129344,FALSE,0.724,0.24,6,-13.317,1,0.275,0.822,0.115,0.461,173.945,4,study,0.313373117
49794,2yxYdqsRrt9759P5pZXLp6,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),I Love You (7 Inch Radio Edit) - Extended Mix,4,244506,FALSE,0.625,0.895,0,-3.979,0,0.0514,0.00281,0.105,0.561,159.937,4,hardstyle,0.585220856
58884,2alSosftVTmJwO89dtyjxH,The Cassandra Complex,Sex & Death,The War Against Sleep,20,236466,FALSE,0.436,0.771,8,-9.011,1,0.037,4.66E-06,0.485,0.175,119.731,4,industrial,0.258651508
1362,4n6CwGRWj7dRtDqmQCX4Pz,Jorge Drexler,Silencio,Silencio,21,207986,FALSE,0.887,0.568,4,-10.146,0,0.194,0.263,0.0951,0.127,127.923,4,afrobeat,0.738136362
100967,3rN1JX75VL6IxVZoL4IA7n,Bravesboy,Iki Sing Goblok Aku,Iki Sing Goblok Aku,32,244924,FALSE,0.825,0.47,0,-8.102,1,0.034,0.232,0.19,0.765,109.994,4,ska,0.801150444
99536,7mjSHL2Eb0kAwiKbvNNyD9,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered 2020),Wild World,77,200560,FALSE,0.48,0.542,0,-8.51,1,0.0348,0.345,0.113,0.567,152.853,4,singer-songwriter,0.111077555
87285,2KWCHX9hCadTNbUhLWvDDq,Maneva;MC Hariel,Caleidoscópico,Banco De Areia,47,174106,FALSE,0.607,0.704,8,-6.567,1,0.0488,0.101,0.3,0.897,162.944,4,r-n-b,0.740630129
61568,2eVH188XZ4AQjB7Yuv3vFM,Flower,SAKURA リグレット,Just A Little Bit,20,238706,FALSE,0.679,0.836,5,-3.074,0,0.0274,0.0484,0.083,0.397,101.06,4,j-idol,0.654335412
27503,1SAgMQaSUumW4P76OpE988,Maduk,Go Home,Go Home,34,224669,FALSE,0.393,0.988,2,-4.902,1,0.0449,0.00372,0.256,0.309,175.032,4,drum-and-bass,0.925426069
106981,7cVTDnm81Aw0Oe5WNPpZF8,Imperiet,Kickar (Singlar 1981 - 1987),19Hundra80Sju,34,192533,FALSE,0.562,0.831,9,-9.935,1,0.0438,0.00164,0.141,0.696,128.226,4,swedish,0.177524143
74506,0sHrMYAINrZIgGgA9pr9YQ,Terno Rei,Violeta,Luzes de Natal,42,164000,FALSE,0.444,0.552,4,-8.01,0,0.0278,0.259,0.207,0.307,84.684,4,mpb,0.1624392
102770,3D8dwH690MXQRhtIZTSS9c,John Denver,John Denver's Greatest Hits,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",62,245533,FALSE,0.406,0.188,7,-13.039,1,0.0324,0.852,0.105,0.629,120.757,4,songwriter,0.890048726
80918,1dZuiEX0EjvQai3N7BlUmT,Sonu Nigam;Hema Sardesai;Shankar Mahadevan,Pardes (Original Motion Picture Soundtrack),Yeh Dil Deewana,56,426400,FALSE,0.776,0.5,0,-12.22,1,0.0418,0.201,0.0538,0.232,109.981,4,pop-film,0.125033928
109467,7hofL9YADeFqnsFdDrxdbs,NTO,Time,Time,50,364019,FALSE,0.822,0.508,4,-10.424,0,0.0952,0.168,0.113,0.131,125.004,4,techno,0.6738332
48755,5qqBsCBwzv0g0xb1kB1TGJ,The Beatnuts;Big Pun;Cuban Link,Endangered Species,Off the Books (feat. Big Pun & Cuban Link),57,168773,TRUE,0.837,0.781,11,-3.798,1,0.171,0.00548,0.134,0.763,100.512,4,hardcore,0.490604566
8977,5P11rW6aJErF37MTfRZS31,Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)","Hallelujah, I Love Her So",62,155506,FALSE,0.696,0.547,5,-5.954,0,0.169,0.792,0.155,0.623,73.203,4,blues,0.420604839
90012,7pO8TsOPKQCgFVLYkoCiFV,Chuck Berry,Santa Claus Is Coming To Town,Run Rudolph Run,0,162897,FALSE,0.647,0.876,10,-5.662,1,0.185,0.881,0.26,0.949,151.925,4,rock-n-roll,0.357411494
55162,0mh4VutnDyBn1sqcp05MZD,Pritam;KK,Murder 3 (Original Motion Picture Soundtrack),Mat Aazma Re,59,251480,FALSE,0.467,0.859,0,-2.946,0,0.0409,0.661,0.0522,0.673,89.842,4,indian,0.933710339
97613,5jSDuzpiOWm6EYgnluuiKQ,Bruno & Marrone,Studio Bar (Ao Vivo Em Uberlândia / 2018),Boate Azul - Ao Vivo Em Uberlândia / 2018,45,197923,FALSE,0.683,0.731,0,-4.17,1,0.0262,0.193,0.262,0.732,97.057,3,sertanejo,0.314315604
11578,3t4zZ2SxXgQRIhc5N6a6oZ,YUNGBLUD,YUNGBLUD,The Funeral,58,210836,TRUE,0.476,0.861,7,-4.942,1,0.0419,0.000107,0.0596,0.744,185.004,4,british,0.853595956
13831,3atewRgbdax7B0MOSKVzZq,Maurice Joshua;Chantay Savage,I Gotta Hold On You,I Gotta Hold On U - Maurice Joshua Original Mix,6,338203,FALSE,0.798,0.909,9,-4.826,0,0.0485,0.00065,0.0342,0.728,119.666,4,chicago-house,0.754235264
95872,7HkGaHdKOcwzfy50D2J7K9,Sonora Ponceña;Papo Lucca,Unchained Force,Borinquen,27,420002,FALSE,0.489,0.521,8,-7.519,1,0.0663,0.512,0.0495,0.372,169.129,4,salsa,0.629487862
36728,1mKoTwFGRzGr1qdXh9Sw81,MZ,On shoot,On shoot,33,218533,FALSE,0.858,0.673,1,-5.301,1,0.181,0.0602,0.0756,0.186,130.109,4,french,0.581626424
107988,4MSDBxRY7G8gEIJQOlFYW0,Orchestral Manoeuvres In The Dark;David Guetta;Joachim Garraud,The OMD Singles,Enola Gay - Dancefloor Killa Remix Edit,22,173626,FALSE,0.644,0.713,5,-6.706,1,0.0945,0.0328,0.187,0.318,131.763,4,synth-pop,0.193295622
5953,2FwKDwQyIKK1YgLAg9wjnV,Torby Brand,Your Lie in April - Music of the Heart,Spring's Melody,42,147079,FALSE,0.392,0.309,0,-13.233,1,0.0342,0.852,0.0758,0.136,113.039,3,anime,0.185798069
4445,1V8aPypxFrIk5TSa8E3qM0,Ludovico Einaudi,Underwater,Underwater,56,234655,FALSE,0.364,0.00222,10,-35.497,1,0.0479,0.995,0.104,0.299,135.805,3,ambient,0.207280229
107713,3jTavhTXfWlnu8zsn9NCAY,Modern Talking,Ready For Romance,Angie's Heart,47,219333,FALSE,0.694,0.823,4,-9.892,0,0.0354,0.426,0.297,0.854,116.971,4,synth-pop,0.892432834
107945,79aVzW5nFdjhnWwWVZDsUL,Ultravox,Lament (2009 Remaster),A Friend I Call Desire - 2009 Remaster,23,311826,FALSE,0.53,0.794,0,-8.938,1,0.039,0.00989,0.124,0.635,141.708,4,synth-pop,0.373453269
73011,6T5hiZikP7CNI2uXdWYlCg,Joachim Pastor,Eternity,Millenium,53,421935,FALSE,0.443,0.517,6,-10.019,0,0.0542,0.0372,0.0702,0.0739,123.978,4,minimal-techno,0.044872588
26819,1FW896PqtSUXmWlSjznPLp,Sami Aarva;Kuoro - Aladdin,Aladdin (Alkuperäinen Suomalainen Soundtrack),Askelta edellä,19,142733,FALSE,0.572,0.383,4,-13.111,0,0.0792,0.618,0.693,0.647,123.35,4,disney,0.633813324
77869,47uFA64u70EIIAda7rdItD,Péricles;Xande De Pilares,"Pagode Do Pericão II, Pt. 2 (Ao Vivo)",Estrela Da Paz - Ao Vivo,41,208983,FALSE,0.646,0.811,2,-7.004,1,0.117,0.669,0.343,0.929,113.856,4,pagode,0.105471101
36283,49S28jfJ5giwAwXWDCCTnR,Volo,Jours Heureux,C'est Pas Tout Ça,36,188413,FALSE,0.598,0.495,11,-7.953,1,0.0682,0.696,0.106,0.552,138.517,4,french,0.877968144
76081,6gMU4twSmwzHRw71m4RIbr,Pietro Mascagni;Vincenzo Ciliberti,CD 1 I CLASSICI,Cavalleria Rusticana - O Lola ch'hai di latti la cammisa,0,250302,FALSE,0.32,0.333,5,-9.705,0,0.0345,0.966,0.135,0.282,123.356,3,opera,0.590598575
55059,3OLFqbd9ZeVjaUKTiaLsD6,Pritam;Javed Ali;Irshan Ashraf;Shadab,Tum Mile (Original Motion Picture Soundtrack),Tu Hi Haqeeqat,65,302026,FALSE,0.705,0.744,4,-5.416,0,0.0341,0.582,0.2,0.706,115.959,4,indian,0.049208891
32201,4HxtBC8uZ1kLAe9kf3ag46,Prabh Deep,Tabia,Paapi,34,350013,FALSE,0.754,0.535,9,-8.987,0,0.0765,0.393,0.139,0.292,121.98,4,electronic,0.087571827
13331,1J8rzn9xFOeW1tbZkj2i5U,Felix Da Housecat,Devin Dazzle & The Neon Fever,She's So D*mn Cool,11,171600,FALSE,0.769,0.566,5,-9.81,0,0.0348,0.271,0.235,0.921,120.009,4,chicago-house,0.893621629
111238,4V8ocyJeGzYFD5rYsa5WB7,Jon Kennedy,Corporeal,Tonto Rides the Gain,51,227627,FALSE,0.724,0.509,9,-12.97,1,0.0446,0.00812,0.0981,0.0594,99.993,4,trip-hop,0.103695688
112936,0U2Xl74IBIXMlBO4pW3xZU,Yaşlı Amca,Yaşlı Amca,İstasyon,37,231253,FALSE,0.519,0.671,8,-5.191,1,0.0439,0.188,0.0761,0.655,93.024,4,turkish,0.341819503
78773,3IhL0lfH5xSE65WUcjPAeV,Andreas Gabalier,Vergiss mein nicht,Loving Arms,25,266200,FALSE,0.565,0.504,9,-7.646,1,0.0246,0.0902,0.0992,0.281,104.945,4,party,0.954028648
16038,0XGoyjSeijvknIjO2E0QmR,Johann Sebastian Bach;Boston Pops Orchestra;Arthur Fiedler,Classical Christmas,Christmas Oratorio BWV 248: Shepherd's Music,0,445733,FALSE,0.129,0.169,7,-19.892,1,0.0408,0.916,0.124,0.0541,52.153,3,classical,0.182173088
104915,3NwKRS2q1cFUCcc9NaySz0,Viva Suecia,No Hemos Aprendido Nada,No Hemos Aprendido Nada,53,228896,FALSE,0.445,0.847,1,-5.355,0,0.039,0.00357,0.0867,0.186,156.997,4,spanish,0.973276532
88357,2gmGtBi6DOdEGgd3G9XHhm,Justin Quiles;Robin Schulz,Pop n' Fresh,AEIOU,0,161880,FALSE,0.689,0.856,5,-3.394,0,0.0813,0.0493,0.232,0.706,126.108,4,reggae,0.542657158
49886,7JaemprlK2VmKExVCJso93,SMD,Hardstyle The Ultimate Collection Best Of 2010,All For The Thrill - Edit,20,179750,FALSE,0.529,0.953,1,-5.211,0,0.0566,0.0362,0.401,0.433,150.005,4,hardstyle,0.297359383
70205,2jlT98PnJTq5uwo8AdTpa7,Jay Chou,跨時代,說了再見,54,280653,FALSE,0.545,0.507,2,-7.964,1,0.0279,0.492,0.135,0.151,124.041,4,mandopop,0.994470874
91807,7iN1s7xHE4ifF5povM6A48,The Beatles,Let It Be (Remastered),Let It Be - Remastered 2009,77,243026,FALSE,0.443,0.403,0,-8.339,1,0.0322,0.631,0.111,0.41,143.462,4,rock,0.745586408
3951,40gvh6jP5qxMJuMmF9lG9A,The Neighbourhood,Wiped Out!,Baby Came Home 2 / Valentines,71,390493,FALSE,0.21,0.499,2,-9.754,0,0.0485,0.0687,0.773,0.108,74.094,4,alternative,0.66778242
96205,2YSLNSFt4gK4h5r6H8fA4i,Zeca Pagodinho,Zeca Apresenta: O Quintal Do Pagodinho,Em Um Outdoor - Ao Vivo,42,210626,FALSE,0.505,0.568,0,-7.085,1,0.0896,0.853,0.693,0.789,145.918,4,samba,0.78171302
65066,5NbR7c5zrOZN3Dje3JVJEN,Jagjit Singh,Sarfarosh (Original Motion Picture Soundtrack),Hoshwalon Ko Khabar Kya,62,307000,FALSE,0.527,0.447,6,-12.014,1,0.0311,0.243,0.255,0.536,94.051,4,k-pop,0.109128615
94703,6R7aYkUA3PXWPOann5KLUf,Ollie,Shot Me Down,Shot Me Down,48,200837,TRUE,0.779,0.335,0,-11.08,0,0.254,0.742,0.0932,0.51,62.482,4,sad,0.914983093
10447,36SZIrsJNxfQBKcTXf4cp9,Lionrock,Packet Of Peace,Packet Of Peace - Chemical Brothers Remix,14,446586,FALSE,0.714,0.951,7,-4.574,1,0.0526,0.000561,0.56,0.123,118.891,4,breakbeat,0.141077993
101333,7DAEz5dtYUP2qkuOGsLE71,ASMR HD,Asmr - Deep Sleep Triggers (Sleep Aid),Asmr: Big Air Conditioner,40,139861,FALSE,0.212,0.17,10,-20.768,1,0.0674,0.962,0.0992,0.0263,56.726,5,sleep,0.766649776
45416,1jLPkdowV0Q65AIMeElJpR,Eddy Tyler,Guitar Covers,Let Her Go,39,237679,FALSE,0.405,0.402,7,-11.515,1,0.0319,0.74,0.181,0.354,149.425,4,guitar,0.158303034
83315,4YXKVaWzHaVyDq2pVS5cgR,Marshmello,Joytime III,Proud,55,191000,FALSE,0.521,0.716,0,-4.999,1,0.0364,0.0372,0.148,0.12,77.562,4,progressive-house,0.76320405
6641,3SYk0BQzYeuoOOwoSStypY,Windir,Likferd,Despot,17,361800,FALSE,0.318,0.623,2,-5.794,0,0.0531,1.21E-06,0.224,0.192,90.051,4,black-metal,0.784395614
26574,6vGf5Okmel0AN9oLTiRe8q,Cameron's Bedtime Classics,Dreamy Piano,Imagination Station,21,241142,FALSE,0.589,0.0456,9,-19.654,1,0.0727,0.995,0.11,0.395,115.183,4,disney,0.687161221
96398,7zQAFi67wrHaFY7TZhZUKY,Art Popular,Eu Sou O Samba - Art Popular,Pimpolho,40,190666,FALSE,0.779,0.794,2,-7.659,1,0.12,0.365,0.0808,0.769,93.558,4,samba,0.795530417
94503,72j1jY006wieT3AdwLdLFl,The Girl Next Door;WMD,ON TOP,ON TOP,64,131684,FALSE,0.636,0.455,11,-9.152,1,0.0533,0.0918,0.101,0.274,147.658,4,sad,0.029655194
34545,4iUbMPVbCQAx51bIh1GhyP,Pretenders,Merry Christmas,2000 Miles - 2007 Remaster,0,220426,FALSE,0.292,0.709,7,-9.052,1,0.0303,0.00292,0.102,0.452,99.303,3,folk,0.065334458
46403,5isDv19KBGVOCpgvb9gnHn,Art Of Fighters,Do or die,Redemption,20,298591,TRUE,0.684,0.847,9,-6.52,0,0.273,0.148,0.0842,0.551,158.046,4,happy,0.99325755
68187,1H25cHqoclhvwvl7BPyCbW,Daddy Yankee,Halloween 2022 Perreo Vol. 3,Hula Hoop,4,236493,FALSE,0.799,0.818,6,-4.628,1,0.0801,0.113,0.0942,0.951,175.998,4,latino,0.765089161
103306,4Cw1fQBX3TaiZQwOAyddnj,Jamie Miller;salem ilese,Here’s Your Perfect (with salem ilese),Here’s Your Perfect (with salem ilese),67,158594,FALSE,0.613,0.493,6,-5.437,1,0.0512,0.421,0.19,0.434,114.863,4,soul,0.911519792
111729,1HDz3EgQf5vYx1oBwWxs2q,Alex Cortiz,"New Works, Vol. 1",Sexy Popo,18,304906,FALSE,0.716,0.638,8,-8.76,1,0.0425,0.00413,0.471,0.575,90.987,4,trip-hop,0.249884037
39507,2dmZy75CTSv6BFo7IbO0eK,Klaas,Mr. Saxobeat,Mr. Saxobeat,60,151181,FALSE,0.638,0.889,11,-5.276,0,0.127,0.0476,0.24,0.511,127.012,4,german,0.141307056
6678,1EcNJPxbjvi4HJ0iPBDkJp,Aversions Crown,Hell Will Come for Us All,Hymn of Annihilation,19,271097,FALSE,0.423,0.978,10,-4.076,1,0.131,0.00165,0.301,0.0413,120.009,4,black-metal,0.190596789
26011,6oYkwjI1TKP9D0Y9II1GT7,Samuel E. Wright;Disney,The Little Mermaid Special Edition,Under the Sea,69,195146,FALSE,0.511,0.475,10,-14.667,1,0.161,0.708,0.105,0.819,98.957,4,disney,0.806968782
81294,0K44Tg7YUxocXe237lbwkO,Justin Bieber;Usher,Holidays Are Coming,The Christmas Song (Chestnuts Roasting On An Open Fire),1,216426,FALSE,0.533,0.426,9,-9.525,0,0.0297,0.46,0.1,0.152,103.267,3,pop,0.169022106
52107,3aP0hGWdMrEPq38XB5mKGy,Winifred Atwell,"Rags, Medleys, Saw Blades, & Boogies",Black And White Rag,18,151360,FALSE,0.637,0.612,7,-9.471,1,0.0322,0.464,0.233,0.903,119.823,4,honky-tonk,0.677649322
89995,1u7uf9ZXgNd2P6h43dKlYT,Yamal and George;George Mayer;Yamal,Buscándote,Buscándote,38,193376,FALSE,0.876,0.621,10,-6.809,1,0.0945,0.0861,0.0853,0.733,91.99,4,reggaeton,0.303623417
112198,5TxPhGSp5fUrMCA6WtTjws,Zakkum,Bir Gece Yarası,Sen Hala Benimlesin,43,270724,FALSE,0.432,0.609,9,-6.201,0,0.0367,0.275,0.0874,0.525,173.783,4,turkish,0.903609796
63380,0HLLXulya71QkF53jef2U3,Ceylan Ertem,Yine De Amin,Kovdum,39,225777,FALSE,0.483,0.49,6,-7.935,1,0.04,0.819,0.157,0.247,77.141,4,j-rock,0.311840021
4895,14VYscfKWwxhdOdW5Tswke,Alexis Ffrench,Truth - The Solo Piano Collection,Canyons - Solo Piano Version,27,232557,FALSE,0.36,0.111,5,-23.135,1,0.0358,0.977,0.0825,0.0998,119.186,4,ambient,0.011754639
35392,4ts4iqJPPJ7LmTNO3vHPEq,Iguinho e Lulinha,Simbora pra Vaquejada,Beija e Some,42,170375,FALSE,0.64,0.74,1,-4.863,0,0.0348,0.426,0.0982,0.961,151.967,4,forro,0.301971001
104249,3EeS5Uvy8Zr3LUNRrX9drr,Mägo de Oz,Finisterra Ópera Rock,Polla dura no cree en Dios - 2015,34,288026,FALSE,0.416,0.906,4,-4.323,0,0.057,0.00102,0.103,0.707,83,4,spanish,0.815245541
56885,5QgCQ26Yowv9Zx8fFZDhjE,Bahamas,sadsadchristmas,Christmas Must Be Tonight,0,227173,FALSE,0.587,0.329,7,-11.957,1,0.0413,0.531,0.115,0.337,126.632,4,indie-pop,0.041966149
108050,10vEz0V5deohU5dK0Lrh3W,Charlo,Oro y Plata,Ave de Paso,27,191346,FALSE,0.541,0.264,2,-7.638,1,0.04,0.979,0.319,0.403,108.31,4,tango,0.18896035
75512,0tZk4bpb7s9MknXfknk0aV,Michael Gettel,Skywatching,Prelude: Stillness,22,144866,FALSE,0.441,0.00298,10,-24.731,1,0.097,0.991,0.0823,0.112,139.754,4,new-age,0.928776569
36336,73bGQfzWTsaQvKOJnu2D6I,Les Sales Majestés,L.S.M. 1992-2002,Dernier Combat,35,132346,FALSE,0.229,0.889,2,-4.747,1,0.111,0.0263,0.293,0.725,215.149,4,french,0.820632522
14997,5iV9u2GnvtVDY5MQvXSlJ0,Wee Sing,Wee Sing for Halloween,Have You Seen the Ghost of John?,29,112093,FALSE,0.337,0.188,2,-9.995,0,0.0317,0.929,0.125,0.565,100.146,4,children,0.204074656
102747,3dAiWRwZXd8pEOhItkkZXb,Bachman-Turner Overdrive,Fiesta temática 70s,Hey You,0,210893,FALSE,0.491,0.849,9,-5.188,1,0.0309,0.0526,0.274,0.932,118.161,4,songwriter,0.920959882
19721,13JoLz1uqiif77Bs1tSKlh,Rotlaus,Her,Her,46,237386,FALSE,0.62,0.724,7,-7.875,0,0.0262,0.104,0.26,0.279,111.992,4,country,0.326907432
16413,1N6QNFfCWrwOWlSKa7bM1B,M. S. Subbulakshmi;Radha Viswanathan;Sangeetha Kalanidhi,Vinayakar Agaval And Other Songs,Kurai Onrum Illai,36,240573,FALSE,0.296,0.566,3,-6.349,0,0.0576,0.733,0.74,0.602,172.14,4,classical,0.361128022
110509,2p5Hto8KF3EBez3XtO3NFM,Freedom Fighters;Merkaba,Moonlight Purpose,Moonlight Purpose,36,510679,FALSE,0.761,0.473,1,-13.048,1,0.0539,0.0431,0.0871,0.43,135,4,trance,0.469388707
54716,2gBefHZUvwnZBSRNIxHiKY,Casino Versus Japan,Suicide by Sun,Led Away,10,441172,FALSE,0.304,0.477,4,-14.788,1,0.0356,0.0771,0.121,0.0639,111.855,4,idm,0.744079691
9555,69CbgcOl13AiZs2CbTuBi6,Luccas Carlos;Gee Rocha,Ao Vivo,Incomum - Ao Vivo,46,242291,FALSE,0.584,0.337,7,-8.116,0,0.0441,0.866,0.852,0.545,117.127,4,brazil,0.943973658
58184,50AB24h51HlBrp6PqOg50k,Rammstein,Liebe ist für alle da (Special Edition),Pussy,62,239080,TRUE,0.573,0.773,7,-4.629,1,0.0442,0.00158,0.0734,0.541,134.977,4,industrial,0.234780106
32313,6NWjTke7IJDThX8ze3DUJN,DJ Mass;Romaine Willis;Apzi,Pem Kekula,Pem Kekula,42,158857,FALSE,0.82,0.659,2,-4.426,0,0.0404,0.0384,0.296,0.625,104.948,4,electronic,0.476104626
34928,6liNJDyWJjyHAgDnAX95bw,Vance Joy,Dream Your Life Away (Special Edition),Fire and the Flood,66,249382,FALSE,0.596,0.827,5,-4.402,1,0.0372,0.0242,0.0958,0.329,115.034,4,folk,0.634852021
15691,3O37XtDd4jLmBQCsuwL1AM,Raimu,The Spirit Within,Natsukashii,60,199746,FALSE,0.854,0.291,9,-11.166,1,0.202,0.489,0.114,0.445,158.004,4,chill,0.981918891
109463,7q7MXZtZD45z0fWz2T7mKU,NTO,Croche,Croche,47,379354,FALSE,0.748,0.558,6,-9.648,1,0.0462,0.00175,0.102,0.134,124.007,4,techno,0.726003841
103656,0edtKj1oW6rJ9f4wRtLPPH,Sam Wills;Honey Mooncie,Breathe,Traingazing,68,214159,FALSE,0.848,0.364,11,-10.058,1,0.0637,0.697,0.14,0.569,137.541,4,soul,0.719159832
51180,1O00WM9qGLUBA5gq2yw0WF,Sidhu Moose Wala;Mr. Capone-E,No Name,Bloodlust (feat. Mr. Capone-E),65,159085,FALSE,0.552,0.667,9,-8.024,1,0.333,0.0381,0.0777,0.348,174.889,4,hip-hop,0.577931722
51958,40BjkQhSOqS7j8Z0JHiF07,Sukhwinder Singh;Bhoomi Trivedi;Karsan Sagathia,Raees,Udi Udi Jaye,58,260507,FALSE,0.507,0.752,2,-4.337,1,0.19,0.52,0.258,0.953,124.96,4,hip-hop,0.187161522
71975,4xNfsvj9mOVnMTvHZZ8HNk,Hinder,Take It To The Limit,Without You,57,232266,FALSE,0.415,0.816,3,-3.831,1,0.0333,0.0299,0.129,0.264,136.017,4,metal,0.724008735
103417,2DOdnZIgqRPq95tDc26Kgm,Pink Sweat$;Rahmania Astrini,I Feel Good (feat. Rahmania Astrini),I Feel Good (feat. Rahmania Astrini),19,135849,FALSE,0.761,0.745,11,-4.651,1,0.0457,0.12,0.0551,0.7,106.02,4,soul,0.122192276
83694,7vLIj2GVAeYrohv8p0JjF0,ARTY;April Bender,Sunrise,Sunrise,52,198223,FALSE,0.428,0.695,0,-4.63,1,0.0437,0.0336,0.117,0.214,128.111,4,progressive-house,0.586990676
